29	26
5	9.26218	13.4369	17.4463	21.2295	24.7454	27.9724	30.906	33.5539	35.9324	38.0624	39.9662	41.6653	43.1787	44.5217	45.7058	46.7384	47.6238	48.3636	48.959	49.4124	49.7298	49.9233	50.0127	50.0264	50
0	6.0372	11.2045	15.5787	19.3898	22.7937	25.8721	28.6669	31.2038	33.5035	35.5859	37.4708	39.1769	40.7211	42.1179	43.3789	44.5125	45.5247	46.4198	47.2014	47.874	48.4445	48.9238	49.328	49.6781	50
-5	3.71982	9.84001	14.3853	18.1029	21.3456	24.2634	26.9207	29.3493	31.5701	33.6009	35.4591	37.1616	38.7238	40.1595	41.4803	42.6956	43.8125	44.8366	45.7732	46.6274	47.4063	48.119	48.778	49.3989	50
-10	4.04018	10.1261	14.1316	17.4381	20.4023	23.1255	25.6409	27.9641	30.1079	32.0855	33.9116	35.6013	37.1693	38.6289	39.9919	41.2681	42.4656	43.591	44.65	45.6482	46.5919	47.4887	48.348	49.1808	50
20	12.3528	12.5683	14.6889	17.2625	19.8797	22.4053	24.7904	27.0195	29.0927	31.0183	32.8084	34.4772	36.0391	37.5074	38.8942	40.21	41.4634	42.6614	43.8102	44.9152	45.9821	47.0167	48.0259	49.0175	50
15	12.8402	13.18	14.9036	17.1882	19.626	22.0327	24.3297	26.488	28.5023	30.379	32.1302	33.7702	35.314	36.7755	38.1676	39.501	40.7851	42.0272	43.2336	44.4096	45.5599	46.6891	47.802	48.9038	50
10	10.8644	12.4805	14.6648	17.1019	19.5759	21.9712	24.2355	26.3511	28.3192	30.1501	31.8587	33.4614	34.9745	36.4134	37.7916	39.1207	40.4105	41.6686	42.9014	44.1139	45.3101	46.4937	47.6677	48.8354	50
5	8.17221	11.2824	14.2765	17.1141	19.7703	22.2347	24.5087	26.6028	28.5327	30.3175	31.9774	33.5324	35.0012	36.4007	37.7456	39.0483	40.3191	41.566	42.7952	44.0116	45.2188	46.4193	47.6152	48.8083	50
0	5.57531	10.2664	14.1427	17.4363	20.3137	22.8721	25.1696	27.2469	29.1371	30.8694	32.4706	33.9649	35.3739	36.7163	38.0081	39.2626	40.4903	41.6997	42.897	44.0867	45.2721	46.4552	47.6371	48.8186	50
-5	3.8937	10.127	14.683	18.2946	21.3231	23.942	26.2446	28.2916	30.129	31.7949	33.3224	34.7399	36.0716	37.3382	38.5568	39.7414	40.9029	42.0498	43.1885	44.3232	45.4568	46.591	47.7264	48.8628	50
-10	4.90104	11.7214	16.2519	19.8462	22.877	25.4856	27.7532	29.7417	31.5031	33.0817	34.5156	35.8367	37.0718	38.243	39.3682	40.4617	41.5348	42.596	43.6513	44.7049	45.7596	46.8165	47.8759	48.9374	50
20	14.0147	15.6569	18.8323	22.0606	24.9745	27.5118	29.7011	31.5953	33.2497	34.7137	36.0295	37.232	38.3495	39.4051	40.4169	41.3992	42.3631	43.3169	44.2664	45.2155	46.1668	47.1211	48.0786	49.0386	50
15	15.5234	18.1038	21.4263	24.6764	27.555	30.0105	32.0845	33.8436	35.3533	36.6699	37.8395	38.8988	39.8769	40.7965	41.6756	42.5277	43.3634	44.1904	45.0141	45.8381	46.6645	47.4943	48.3274	49.163	50
10	14.9944	19.8466	24.1489	27.7378	30.6491	32.9964	34.9024	36.4728	37.7915	38.9226	39.915	40.8054	41.6221	42.3864	43.1147	43.8195	44.5101	45.1933	45.8739	46.5551	47.2386	47.9252	48.6148	49.3068	50
5	14.6231	22.1703	27.6307	31.5371	34.3808	36.5096	38.153	39.4607	40.5324	41.4359	42.2187	42.9148	43.5492	44.1404	44.7022	45.2448	45.7761	46.3014	46.8247	47.3486	47.8744	48.4027	48.9335	49.4663	50
0	16.3397	26.6042	32.7014	36.4446	38.8832	40.5737	41.813	42.7658	43.5289	44.1621	44.7049	45.1839	45.6181	46.0213	46.4036	46.7723	47.1329	47.4894	47.8445	48.2	48.5568	48.9155	49.2758	49.6376	50
-5	24.1392	35.2213	40.1496	42.6875	44.1712	45.133	45.8091	46.3153	46.7139	47.041	47.3193	47.5636	47.7843	47.9887	48.1822	48.3687	48.551	48.7312	48.9106	49.0902	49.2706	49.4518	49.634	49.8168	50
-10	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
